PARTICIPANT ID:,GALLEGOS-UCSF-999,,,
NAME:,Test3,,,
AGE:,MALE,,,
HANDEDNESS:,RIGHT,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,Test3
,,,,Test3
,,,,Test3
,,,,Test3
,,,,Test3
,,,,Test3
,,,,Test3
,,,,Test3
,,,,Test3
,,,,Test3
,,,,Test3
,,,,Test3
,,,,Test3
,,,,Test3
,,,,Test3
,,,,Test3
,,,,Test3
,,,,Test3
,,,,Test3
,,,,Test3
,,,,Test3
,,,,Test3
,,,,Test3
,,,,Test3
,,,,Test3
,,,,Test3
,,,,Test3
,,,,Test3
,,,,Test3
,,,,Test3
,,,,Test3
,,,,Test3
,,,,Test3
,,,,Test3
,,,,Test3
,,,,Test3
,,,,Test3
,,,,Test3
,,,,Test3
,,,,Test3
,,,,Test3
,,,,Test3
,,,,Test3
,,,,Test3
,,,,Test3
,,,,Test3
,,,,Test3
,,,,Test3
,,,,Test3
,,,,Test3
,,,,Test3
,,,,Test3
,,,,Test3
,,,,Test3
,,,,Test3
,,,,Test3
,,,,Test3
,,,,Test3
,,,,Test3
,,,,Test3
,,,,Test3
,,,,Test3
,,,,Test3
,,,,Test3
,,,,Test3
,,,,Test3
,,,,Test3
,,,,Test3
,,,,Test3
,,,,Test3
,,,,Test3
,,,,Test3
,,,,Test3
,,,,Test3
,,,,Test3
,,,,Test3
,,,,Test3
,,,,Test3
,,,,Test3
,,,,Test3
,,,,Test3
,,,,Test3
,,,,Test3
,,,,Test3
,,,,Test3
